id,title,date,notes,physicalDescription,object_type,topic,hue,saturation,lightness,vibrant,muted,darkVibrant,darkMuted,lightVibrant,material_1_x,image,material,recordLink,record_urls,addl_urls
ld1-1643407023501-1643407069415-0,Unfinished Double Hat,1880s,30 Jul 2020,,Hats,Anthropology,210.0,44.86,58.04,#6494c4,#b3935b,#1c446c,#47627b,#d4bc84,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m353e30cdac80b4474bc2ffc2decb9ca71/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3a1b254ed-2cef-4383-ab1f-591de0142c3f,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m302bc4b426330440daff2b8fc8617d6c6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m353e30cdac80b4474bc2ffc2decb9ca71/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31c72e2d3f5a44a33b5d36225dc6a98f4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32f31cbb343b74e338205c95378ee910c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34352bedab85943c8b4d292c788d0aad6/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m302bc4b426330440daff2b8fc8617d6c6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m353e30cdac80b4474bc2ffc2decb9ca71/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31c72e2d3f5a44a33b5d36225dc6a98f4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32f31cbb343b74e338205c95378ee910c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34352bedab85943c8b4d292c788d0aad6/640']"
ld1-1643406825086-1643406836603-0,"Hat, Basketry",1920s,"From card: ""Plain twined weaving. Three ply twined weaving and lines at regular intervals of diagonal twined weaving. Hat band is also of this weave. Ceremonial hat. Very fine weave. Brought from the interior of Alaska by a Naval officer. Totemic design. Illus.: Crossroads of Continents catalogue; Fig. 394, p. 286."" [Note: 2 images of hat are glued to back of card] Crossroads catalogue caption identifies as: ""Spruce-Root Crest Hat. ... spruce-root wefts of the [four] top cylinders [i.e. hat rings, sometimes called potlatch rings] were split to less than a milimeter in width - there are 12 warps and 12 rows of twining per centimeter. Probably dating from the early historic period, its once rich painting of black, red (repainted in vermillion), and blue has faded, and the darkening root has obscured the fine formline patterns. Although it is often said that each cylinder ring represented a potlatch given by the owner, according to some native traditions the number of cylinders associated with a crest was fixed long ago."" For small illustration see Hat 103, p. 220 in Glinsmann, Dawn. 2006. Northern Northwest Coast spruce root hats. Thesis (Ph. D.)--University of Washington, 2006.",,Hats,Anthropology,210.97,42.86,57.45,#6491c1,#547eab,#4c3424,#543b31,#7ba4dc,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3090b590f292a418ba158bcb13fa72dcd/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/366d9f7db-62c1-4bd1-bb4b-6ef12f3d410b,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ebff4fa76d234f62901fbb19625e761d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3909b2ab442a643c2a091ceaa6964bb78/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m350841224988444248e49a265284952d9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31f34fd4fe0824d109c4aa0fd7d959d89/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3782e2fd68c854c71b39cc45d80a680fa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m386e70f26fcce41ab836e3ffae282dc70/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3090b590f292a418ba158bcb13fa72dcd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39ab6f725494148cea22c6e7ced664e60/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m332de2a19720e429fafa0072ea892b6e1/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ebff4fa76d234f62901fbb19625e761d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3909b2ab442a643c2a091ceaa6964bb78/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m350841224988444248e49a265284952d9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31f34fd4fe0824d109c4aa0fd7d959d89/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3782e2fd68c854c71b39cc45d80a680fa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m386e70f26fcce41ab836e3ffae282dc70/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3090b590f292a418ba158bcb13fa72dcd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39ab6f725494148cea22c6e7ced664e60/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m332de2a19720e429fafa0072ea892b6e1/640']"
ld1-1643406825086-1643406846477-0,Basketry Hat,1930s,"From card: ""Very poor condition.""",,Hats,Anthropology,210.65,42.2,57.25,#6491c0,#507bac,#653d24,#67483b,#84acdc,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m353751abf157740a19f45927d134c734e/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/37a9018b6-833d-4d9a-8754-ae21b04afae5,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fd0bc69fec714862a5e4af5153a157c6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39dbbc4c1942c4f33aa3691e2515d30b6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3344f596210564745a63cdbf6d963b6e9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m353751abf157740a19f45927d134c734e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35343700693fa4eb0ae61946b590fbe7c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3996b33773e0e40f4b5b0fca91612d158/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39b9ebeb1a54044f8856848b24f562d72/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fd0bc69fec714862a5e4af5153a157c6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39dbbc4c1942c4f33aa3691e2515d30b6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3344f596210564745a63cdbf6d963b6e9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m353751abf157740a19f45927d134c734e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35343700693fa4eb0ae61946b590fbe7c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3996b33773e0e40f4b5b0fca91612d158/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39b9ebeb1a54044f8856848b24f562d72/640']"
ld1-1643406967081-1643406971691-0,Basketry Hat,1990s,HAS CATALOG CARD.,,Hats,Anthropology,217.84,55.78,60.98,#648dd3,#687cac,#7c441c,#34446c,#7da4ec,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35aab617257b740ca9ec258e9d10482fc/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/35faffc0f-5053-4e50-96b6-916ae9f53926,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35e1d602f996b489cb7bbfa47745dd7b5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3eca87ba21be0419f9b15f378d2186a46/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ab83b5e3d2f741a7b65514b791dd06d9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35aab617257b740ca9ec258e9d10482fc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a25302baf95e4b7b8c53f4dae3d9b241/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31018da3bbff6452ca870cad94425eb19/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38c2a6a6a32c84d7bbe292a0faf796252/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35e1d602f996b489cb7bbfa47745dd7b5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3eca87ba21be0419f9b15f378d2186a46/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ab83b5e3d2f741a7b65514b791dd06d9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35aab617257b740ca9ec258e9d10482fc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a25302baf95e4b7b8c53f4dae3d9b241/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31018da3bbff6452ca870cad94425eb19/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38c2a6a6a32c84d7bbe292a0faf796252/640']"
ld1-1643406825086-1643406882909-0,Cylindrical Basketwork (2),1860s,"AS OF 2006, CAT. # 7965 CONSISTS OF ONE COLUMN OF 5 CYLINDRICAL WOVEN SPRUCE-ROOT? RINGS, AND ONE COLUMN OF 6 WOVEN SPRUCE-ROOT? RINGS. THESE OBJECTS ARE SOMETIMES REFERRED TO AS ""POTLATCH RINGS,"" AND ARE USUALLY USED ON TOPS OF HATS. IT MAY BE THAT ONE OF THESE SHOULD ACTUALLY BE CAT # 7964?, WHICH WAS NOT LOCATED DURING THE INVENTORY. -F. PICKERING 5-10-2006",,Hat Ring,Anthropology,218.57,56.57,61.18,#648cd4,#ab8c56,#2c4c84,#7a5e39,#84acea,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32be97c60a785440b8c570d8074123584/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/322b187ff-2d58-4ed0-86dc-e6da8e7318b1,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m324272bf1c53a4eddb76fdbf02dfb49eb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b94057ea0ece4e17a4d12a3066a59c97/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fd01a9346d9f43928e25593cd6551680/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e896070aac744995be77c4619d096c27/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32001a72fb5ce4c0dac5f51f57faac00d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e18a0d09e07446109990d1d2cf3316b8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37b93a4ea3e8e4050962b55434ebccf94/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m355ee1313040241d0be0cf8f8fbe28dd6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35e7c69c31f164e718571888e958d2076/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3be70b9e1a017453ca8051340d6cd02cc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35f612929a7314eb3b64144ec47bc3538/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37c461e8fff5d4e978cbfd9a1f208e0bf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32be97c60a785440b8c570d8074123584/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f4450741d4b64db6bb23f83fd7ab454a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a2805d3613574f389cf65efd1510f056/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m324272bf1c53a4eddb76fdbf02dfb49eb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b94057ea0ece4e17a4d12a3066a59c97/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fd01a9346d9f43928e25593cd6551680/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e896070aac744995be77c4619d096c27/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32001a72fb5ce4c0dac5f51f57faac00d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e18a0d09e07446109990d1d2cf3316b8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37b93a4ea3e8e4050962b55434ebccf94/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m355ee1313040241d0be0cf8f8fbe28dd6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35e7c69c31f164e718571888e958d2076/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3be70b9e1a017453ca8051340d6cd02cc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35f612929a7314eb3b64144ec47bc3538/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37c461e8fff5d4e978cbfd9a1f208e0bf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32be97c60a785440b8c570d8074123584/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f4450741d4b64db6bb23f83fd7ab454a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a2805d3613574f389cf65efd1510f056/640']"
ld1-1643406825086-1643406833024-0,Basket Hat,1910s,30 Jul 2020,,Hats,Anthropology,218.57,56.57,61.18,#648cd4,#5c75a1,#755323,#28395c,#8ab2f1,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33924fc8a13644bbc9b1433cdf8fde7ac/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3f1d88b41-33fc-461f-9683-d1b52702579e,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35511e849b99e4c35bd5939da2888c463/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b0f8b5cbb99048259f823e4ec534b0b6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36f73832e726a45b887b8d487dd8aa7f0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ab5a888c1b9b4cfea298e5ed1554119b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30ab291d3fa1c401e877bf631c295e14a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m348a6474d4f1a4c0e86478fa180e02566/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33924fc8a13644bbc9b1433cdf8fde7ac/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m310d4dbdea07443ff91c0ec4ce9ae15e7/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35511e849b99e4c35bd5939da2888c463/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b0f8b5cbb99048259f823e4ec534b0b6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36f73832e726a45b887b8d487dd8aa7f0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ab5a888c1b9b4cfea298e5ed1554119b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30ab291d3fa1c401e877bf631c295e14a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m348a6474d4f1a4c0e86478fa180e02566/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33924fc8a13644bbc9b1433cdf8fde7ac/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m310d4dbdea07443ff91c0ec4ce9ae15e7/640']"
ld1-1643407023501-1643407078445-1,Hat,1850s,"FROM CARD: ""PARASOL-SHAPED. ORNAMENTED WITH A TOTEMIC DESIGN AT THE TOP, AND PAINTED IN SOLID COLOR ON THE REMAINDER OF THE OUTSIDE SURFACE."" Formerly on exhibit in NHB Hall 9, case 29. Exhibit label identified it as ""Nootka type.""",,Hats,Anthropology,215.0,44.86,58.04,#648cc4,#567aaa,#4c4424,#415f31,#6b9acc,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f39a90acbfd84c1caabdd17e67a3df71/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/35f9ff58b-32be-41e4-815b-3f26eef8590b,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m321b51f85b09342b2ba883c479dcf9374/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f39a90acbfd84c1caabdd17e67a3df71/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30b5806c474c141589794ca42971400a5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3711c523b951045699a7cc59021e528b5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ae20473a9b7a42d5b45befc55150794d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d5b39a530cc248e1aa18fdd1d914cb8d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ccdc8de0d15c41b5bc3813875ecd67dd/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m321b51f85b09342b2ba883c479dcf9374/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f39a90acbfd84c1caabdd17e67a3df71/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30b5806c474c141589794ca42971400a5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3711c523b951045699a7cc59021e528b5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ae20473a9b7a42d5b45befc55150794d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d5b39a530cc248e1aa18fdd1d914cb8d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ccdc8de0d15c41b5bc3813875ecd67dd/640']"
ld1-1643406825086-1643406846855-1,Basket Hat,1930s,"From card: ""Miniature.""",,Hats,Anthropology,212.73,39.64,56.47,#648cbc,#5d7ca8,#6c3c24,#655138,#7ea4d6,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36f527e2303264ca6a4c4efe360bc5683/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3a1633197-4ca2-489b-a196-fef5aa9861e8,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b5bd4e0a1b2e4f108daa088388140fa8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ff45ca606715462ba49b1a2fb6640d17/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3115b0cce5f41433cac30cf3d975bec79/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m388d5b46fe25d4224b342e0f6cb8968f3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36f527e2303264ca6a4c4efe360bc5683/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3acd62d6b8ae642b38ba97a00b04c9cda/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33a6081a69fcb4a0cb795826cc36484b7/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31553dfb6b718474bb3fd4a9cfb21e96e/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b5bd4e0a1b2e4f108daa088388140fa8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ff45ca606715462ba49b1a2fb6640d17/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3115b0cce5f41433cac30cf3d975bec79/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m388d5b46fe25d4224b342e0f6cb8968f3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36f527e2303264ca6a4c4efe360bc5683/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3acd62d6b8ae642b38ba97a00b04c9cda/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33a6081a69fcb4a0cb795826cc36484b7/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31553dfb6b718474bb3fd4a9cfb21e96e/640']"
ld1-1643406825086-1643406831245-0,Basketry Hat,1830s,"TIGHTLY WOVEN, SINGLE-PAIR WRAPPED TWINE CONICAL HAT, PROBABLY MADE OF SPRUCE ROOT. THE LOWER HALF OF THE HAT IS DECORATED WITH A WOVEN DESIGN BY WEFT ON ONE AND TWO WARPS. THERE IS A CAP WOVEN ON THE INTERIOR OF THE HAT FOR A CLOSER FIT. THIS PEALE NUMBER HAS BEEN ARBITRARILY ASSIGNED TO THIS CATALOGUE NUMBER FOR PURPOSES OF IDENTIFICATION.",18 cm,Hats,Anthropology,212.73,39.64,56.47,#648cbc,#5474a8,#744c2b,#694f33,#7c9fce,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32c84ed13817844409d265c4909578623/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3bce4473d-cafe-4e67-8c48-be637cfa96e2,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cf71d420e9ed4c668bfeef51565247e0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e34e36213fd74e20bbddeb18788f6e62/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32c84ed13817844409d265c4909578623/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3faa4f6d450fd4ce4b81eafa35c648586/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3953b0b0b2e0a46a49456bb6d565e400b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31632cdd3ee6a4b60b77120b2cb35fe83/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a4eff19d5371495e9e9d9e940d297bb8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m318a085dfaabd40b5a8f36880f43fcddb/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cf71d420e9ed4c668bfeef51565247e0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e34e36213fd74e20bbddeb18788f6e62/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32c84ed13817844409d265c4909578623/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3faa4f6d450fd4ce4b81eafa35c648586/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3953b0b0b2e0a46a49456bb6d565e400b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31632cdd3ee6a4b60b77120b2cb35fe83/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a4eff19d5371495e9e9d9e940d297bb8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m318a085dfaabd40b5a8f36880f43fcddb/640']"
ld1-1643406825086-1643406855448-0,Basketry Hat,1950s,14 Apr 2020,,Hats,Anthropology,210.73,35.96,55.29,#648cb6,#a08158,#446e9d,#6a573a,#dcc09c,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m345399a442be14f4da495c445fada7b50/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/37ad9c7ad-ce4b-4640-8bf0-d974e3ece9fa,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30f08a75fbf2b456eab76e4db07b97e46/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cb0561ba2a7c475bb5f0a48c5962cee8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m345399a442be14f4da495c445fada7b50/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3984219a185484e1cad2ff323cafdbbde/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m316dc688175a54aed9d5db7b5b0b227bc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36c98ddf8de414285b606517ca6652e4c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e91613cee46a403094cf111d832dc8ae/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a26a0ca64a39408d8a227edbd9b9a8d8/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30f08a75fbf2b456eab76e4db07b97e46/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cb0561ba2a7c475bb5f0a48c5962cee8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m345399a442be14f4da495c445fada7b50/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3984219a185484e1cad2ff323cafdbbde/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m316dc688175a54aed9d5db7b5b0b227bc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36c98ddf8de414285b606517ca6652e4c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e91613cee46a403094cf111d832dc8ae/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a26a0ca64a39408d8a227edbd9b9a8d8/640']"
ld1-1643406825086-1643406881232-0,Carved & Painted Hat,1880s,Provenience note: collection apparently purchased or collected by McLean in Sitka and vicinity circa 1884.,,Hats,Anthropology,212.53,36.56,55.49,#648ab7,#587aa4,#2c4b6f,#5c4736,#6794bb,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m362f296eabb1047c0ac2ff2b92af0bc71/640,Painted Finishes,http://n2t.net/ark:/65665/39451cd60-fa92-4598-9b74-8b74dc4adf45,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39a28dc6eb2ed4f4e82c7f5a413aad20e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3427eb97bdf204b64a04c4bdb76ba8a8a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m341258fa25d1646879f1dfa23c4b3f4e2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m317e961996f744f9db32115aa380bd2aa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m362f296eabb1047c0ac2ff2b92af0bc71/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m377e7e82e0b8547ef81c1f3c60875fc96/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ca8e7552ad214e38a4f7c4a8aaaa93b2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m380ff469caff64044a006cc709bc0bb8c/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39a28dc6eb2ed4f4e82c7f5a413aad20e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3427eb97bdf204b64a04c4bdb76ba8a8a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m341258fa25d1646879f1dfa23c4b3f4e2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m317e961996f744f9db32115aa380bd2aa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m362f296eabb1047c0ac2ff2b92af0bc71/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m377e7e82e0b8547ef81c1f3c60875fc96/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ca8e7552ad214e38a4f7c4a8aaaa93b2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m380ff469caff64044a006cc709bc0bb8c/640']"
